Keyword_ID;Original_Keyword;Standardized_Keyword
2553;FUZZY LOGIC;FUZZY--C-MEAN
2554;FUZZY LOGIC;FUZZY
2555;FUZZY LOGIC;FUZZY-GAUSSIAN-MEMBERSHIP-FUNCTION
2556;FUZZY LOGIC;ADAPTIVE-NEURO-FUZZY-CLASSIFIER
2557;FUZZY LOGIC;AUTOMATIC-FUZZY-MODELING
2558;FUZZY LOGIC;FUZZY-MIN-MAX
2559;FUZZY LOGIC;ANFIS
2560;FUZZY LOGIC;FUZZY-CHANNELS
2561;FUZZY LOGIC;FUZZY-FILTERED-NEURAL-NETWORKS
2562;FUZZY LOGIC;FUZZY-DECISION-RULES
2563;JAPANESE TEXT RECOGNITION;KANJI-CHARACTER-RECOGNITION
2564;JAPANESE TEXT RECOGNITION;KANJI
2565;JAPANESE TEXT RECOGNITION;HANDWRITTEN-KANJI-RECOGNITION
2566;JAPANESE TEXT RECOGNITION;HANGUL-RECOGNITION
2567;JAPANESE TEXT RECOGNITION;HANGUL-CHARACTERS
2568;JAPANESE TEXT RECOGNITION;KOREAN-CHARACTER
2569;JAPANESE TEXT RECOGNITION;HANGUL-(KOREAN-CHARACTER)
2570;JAPANESE TEXT RECOGNITION;KOREAN-CHARACTERS
2571;JAPANESE TEXT RECOGNITION;HANDWRITTEN-KANJI-CHARACTER-RECOGNITION
2572;JAPANESE TEXT RECOGNITION;HANGUL(KOREAN-CHARACTERS)/ALPHANUMERIC-CLASSIFICATION-AND-RECOGNITION
2573;JAPANESE TEXT RECOGNITION;HANGUL-CHARACTER-RECOGNITION
2574;JAPANESE TEXT RECOGNITION;HANDWRITTEN-KANJI
2575;JAPANESE TEXT RECOGNITION;JAPANESE-CHARACTERS
2576;JAPANESE TEXT RECOGNITION;HANDWRITTEN-KOREAN-WORDS
2577;JAPANESE TEXT RECOGNITION;HANDWRITTEN-HANGUL-RECOGNITION
2578;JAPANESE TEXT RECOGNITION;HANDWRITTEN-JAPANESE-CHARACTER-RECOGNITION
2579;JAPANESE TEXT RECOGNITION;CURSIVE-KOREAN
2580;JAPANESE TEXT RECOGNITION;HANDWRITTEN-JAPANESE-TEXT-RECOGNITION
2581;JAPANESE TEXT RECOGNITION;KOREAN-LETTERS
2582;JAPANESE TEXT RECOGNITION;JAPANESE-HANDWRITTEN-CHARACTER
2583;JAPANESE TEXT RECOGNITION;JAPANESE-HISTORICAL-OFFICIAL-DOCUMENT
2584;LANGUAGE MODEL;LANGUAGE-MODEL
2585;LANGUAGE MODEL;STATISTICAL-LANGUAGE-MODEL
2586;LANGUAGE MODEL;STATISTICAL-LANGUAGE-MODELS
2587;LANGUAGE MODEL;STATISTICAL-LANGUAGE-MODELLING
2588;LANGUAGE MODEL;LANGUAGE-MODELLING
2589;LANGUAGE MODEL;LANGUAGE-IDENTIFICATION
2590;LANGUAGE MODEL;LANGUAGE-MODELS
2591;LANGUAGE MODEL;LANGUAGE-MODELING
2592;LANGUAGE MODEL;LANGUAGE-MODE
2593;LANGUAGE MODEL;LANGUAGE-MODELS-(LMS)
2594;LANGUAGE MODEL;CHARACTER-BASED-LANGUAGE-MODELS
2595;LANGUAGE MODEL;TOPIC-LANGUAGE-MODEL
2596;LANGUAGE MODEL;LANGUAGE-MODEL-COMPRESSION
2597;LANGUAGE MODEL;UNSUPERVISED-LANGUAGE-MODEL-ADAPTATION
2598;LANGUAGE MODEL;CATEGORY-BASED-LANGUAGE-MODELS
2599;LANGUAGE MODEL;GRAPHICAL-LANGUAGES
2600;LANGUAGE MODEL;LANGUAGE-MODEL-ADAPTATION
2601;LANGUAGE MODEL;BI-DIMENSIONAL-LANGUAGES
2602;LANGUAGE MODEL;HYBRID-LANGUAGE-MODEL
2603;LANGUAGE MODEL;HIGHER-ORDER-CHARACTER-LANGUAGE-MODEL
2604;LANGUAGE MODEL;LANGUAGE
2605;LANGUAGE MODEL;LANGUAGES
2606;LANGUAGE MODEL;LANGUAGE-TRAINING
2607;STRUCTURAL-FEATURES;HIERARCHICAL-ATTRIBUTED-GRAPH
2608;STRUCTURAL-FEATURES;STRUCTURE-ANALYSIS
2609;STRUCTURAL-FEATURES;STROKE
2610;STRUCTURAL-FEATURES;STROKE-RELAXATION
2611;STRUCTURAL-FEATURES;STROKE-EXTRACTION
2612;STRUCTURAL-FEATURES;REDUNDANT-STROKE
2613;STRUCTURAL-FEATURES;STRUCTURAL-APPROACH
2614;STRUCTURAL-FEATURES;STROKE-EXTRACTOR
2615;STRUCTURAL-FEATURES;STROKE-RELATIONSHIPS
2616;STRUCTURAL-FEATURES;STROKE-SEGMENT
2617;STRUCTURAL-FEATURES;STRUCTURAL-FEATURES
2618;STRUCTURAL-FEATURES;SKELETON-GRAPHS
2619;STRUCTURAL-FEATURES;SKELETON
2620;STRUCTURAL-FEATURES;CONTOURS
2621;STRUCTURAL-FEATURES;SKELETON-CODING
2622;STRUCTURAL-FEATURES;SKELETON-DECOMPOSITION
2623;STRUCTURAL-FEATURES;PRIMITIVE-STROKE
2624;STRUCTURAL-FEATURES;STROKE-DIRECTION
2625;STRUCTURAL-FEATURES;MULTI-STROKE-RELAXATION-PROCESS
2626;STRUCTURAL-FEATURES;MULTI-STROKE-SELECT-MATCH-PAIR-PROCESS
2627;STRUCTURAL-FEATURES;SUB-STROKE
2628;STRUCTURAL-FEATURES;CONTOUR-INFORMATION
2629;STRUCTURAL-FEATURES;STROKE-TRAVERSAL
2630;STRUCTURAL-FEATURES;CONTOUR-FOLLOWING
2631;STRUCTURAL-FEATURES;CONTOUR
2632;STRUCTURAL-FEATURES;STROKE-RELATIONS
2633;STRUCTURAL-FEATURES;STRUCTURAL-DESCRIPTION
2634;STRUCTURAL-FEATURES;SKELETON-ORIENTATION
2635;STRUCTURAL-FEATURES;STROKE-END-EXTENSION
2636;STRUCTURAL-FEATURES;CHARACTER-STROKE-FEATURES
2637;STRUCTURAL-FEATURES;STROKE-DENSITY
2638;STRUCTURAL-FEATURES;BOUNDARY-CONTOUR-TRACING
2639;STRUCTURAL-FEATURES;EDGE-DETECTION
2640;STRUCTURAL-FEATURES;TOPOLOGICAL-PROPERTIES
2641;STRUCTURAL-FEATURES;TOPOLOGICAL-ORDER
2642;STRUCTURAL-FEATURES;STROKE-FEATURE-PERTURBATION
2643;STRUCTURAL-FEATURES;STROKE-STRUCTURAL-SEQUENCE
2644;STRUCTURAL-FEATURES;CONTOUR-TRACING
2645;STRUCTURAL-FEATURES;PRIMITIVE-FEATURES
2646;STRUCTURAL-FEATURES;TOPOLOGICAL-MAPS
2647;STRUCTURAL-FEATURES;SALIENT-STROKE
2648;STRUCTURAL-FEATURES;STRUCTURAL-AND-GLOBAL-SHAPE-DESCRIPTION
2649;STRUCTURAL-FEATURES;MODEL-BASED-STROKE-EXTRACTION
2650;STRUCTURAL-FEATURES;MODEL-DRIVEN-STROKE-EXTRACTION
2651;STRUCTURAL-FEATURES;TOPOLOGICAL-AND-STRUCTURAL-FEATURES
2652;STRUCTURAL-FEATURES;STRUCTURAL-DESCRIPTORS
2653;STRUCTURAL-FEATURES;SKELETON-BASED-STRUCTURAL-CLASSIFIER
2654;STRUCTURAL-FEATURES;CONTOUR-INVARIANT
2655;STRUCTURAL-FEATURES;CANNY-EDGE-DETECTOR
2656;STRUCTURAL-FEATURES;STROKE-RELATION-MATRIX
2657;STRUCTURAL-FEATURES;SUB-STROKE-CENTER
2658;STRUCTURAL-FEATURES;NINE-STROKE-DENSITY
2659;STRUCTURAL-FEATURES;CONTOUR-ANALYSIS
2660;STRUCTURAL-FEATURES;COMPLEX-STROKE-STRUCTURE
2661;STRUCTURAL-FEATURES;TOPOLOGY-ORDER
2662;STRUCTURAL-FEATURES;STRUCTURAL-POINTS
2663;STRUCTURAL-FEATURES;STRUCTURAL-PARAMETERS
2664;STRUCTURAL-FEATURES;CONTOUR-DETECTION
2665;STRUCTURAL-FEATURES;SKELETONISATION
2666;STRUCTURAL-FEATURES;STROKE-PRIMITIVES
2667;STRUCTURAL-FEATURES;STROKE-PRODUCTION
2668;STRUCTURAL-FEATURES;STROKE-SEQUENCE
2669;STRUCTURAL-FEATURES;TOPOLOGICAL-FEATURES
2670;STRUCTURAL-FEATURES;HYPERGEOMETRIC-FUNCTION
2671;STRUCTURAL-FEATURES;GEOMETRIC-FUNCTION
2672;STRUCTURAL-FEATURES;STROKE-ANALYSIS
2673;STRUCTURAL-FEATURES;STROKE-RECOVERY
2674;STRUCTURAL-FEATURES;STRUCTURAL-INFORMATION
2675;STRUCTURAL-FEATURES;GRAPH-DECOMPOSITION
2676;STRUCTURAL-FEATURES;STROKES
2677;STRUCTURAL-FEATURES;ZONAL-AND-REGIONAL-STROKE-FREQUENCY
2678;STRUCTURAL-FEATURES;TOPOLOGICAL-STRUCTURE-CONSTRUCTION
2679;STRUCTURAL-FEATURES;STROKE-PATIENTS
2680;STRUCTURAL-FEATURES;SKELETON-STRUCTURE
2681;STRUCTURAL-FEATURES;GEOMETRICAL-FEATURES
2682;STRUCTURAL-FEATURES;STROKE-FREQUENCY-DESCRIPTORS
2683;STRUCTURAL-FEATURES;GEOMETRIC-MODELS
2684;STRUCTURAL-FEATURES;TOPOLOGICAL
2685;STRUCTURAL-FEATURES;SKELETON-IMAGE
2686;STRUCTURAL-FEATURES;EDGE-HINGE
2687;STRUCTURAL-FEATURES;GRAPH-BASED-REPRESENTATION
2688;STRUCTURAL-FEATURES;NEAREST-STROKE-PIXEL
2689;STRUCTURAL-FEATURES;GEOMETRIC-CONTEXT
2690;STRUCTURAL-FEATURES;CONTOUR-FEATURE
2691;STRUCTURAL-FEATURES;STRUCTURE-LEARNING
2692;STRUCTURAL-FEATURES;GEOMETRIC-AND-TOPOLOGICAL-FEATURES
2693;STRUCTURAL-FEATURES;GEOMETRICAL-FEATURE
2694;STRUCTURAL-FEATURES;STROKE-EXTRACTION-AND-REPRESENTATION
2695;STRUCTURAL-FEATURES;CONTOUR-COEFFICIENTS
2696;STRUCTURAL-FEATURES;GRAPH-BASED-DESCRIPTION
2697;STRUCTURAL-FEATURES;GEOMETRIC-CONTEXT-MODELS
2698;STRUCTURAL-FEATURES;STROKE-AND-SHAPE-OF-CHARACTERS
2699;STRUCTURAL-FEATURES;13-POINT-FEATURE-OF-SKELETEN
2700;STRUCTURAL-FEATURES;CONTOUR-ALIGNMENT
2701;STRUCTURAL-FEATURES;STROKE-CHARACTER-REPRESENTATION
2702;STRUCTURAL-FEATURES;SKELETON-ANALYSIS
2703;STRUCTURAL-FEATURES;HANDWRITING-STROKES
2704;STRUCTURAL-FEATURES;STROKE-LINE-RELATIONASHIP
2705;STRUCTURAL-FEATURES;SKELETON-DIRECTIONAL-DECOMPOSITION
2706;STRUCTURAL-FEATURES;SKETCH-RECOGNITION
2707;STRUCTURAL-FEATURES;CONTOUR-POINTS
2708;STRUCTURAL-FEATURES;BLOCK-CONTOUR-VECTOR
2709;STRUCTURAL-FEATURES;DIRECTION-BASED-STROKE-DENSITY-PRINCIPLE
2710;STRUCTURAL-FEATURES;CURSIVE-STROKE-SEQUENCING
2711;STRUCTURAL-FEATURES;STRUCTURAL-FEATURE
2712;STRUCTURAL-FEATURES;ONE-STROKE-CURSIVE-CHARACTER
2713;STRUCTURAL-FEATURES;EDGE-CONNECTION
2714;STRUCTURAL-FEATURES;STRUCTURE-FEATURE
2715;STRUCTURAL-FEATURES;GRAPH-REPRESENTATION
2716;STRUCTURAL-FEATURES;HANDWRITTEN-STROKES
2717;STRUCTURAL-FEATURES;SKELETON-BASED-FEATURES
2718;STRUCTURAL-FEATURES;MULTI-STROKE-HANDWRITING
2719;STRUCTURAL-FEATURES;STROKE-WIDTH
2720;STRUCTURAL-FEATURES;STRUCTURAL-COMPONENTS
2721;STRUCTURAL-FEATURES;EDGE-FILTERING
2722;STRUCTURAL-FEATURES;LOW-LEVEL-STROKE
2723;STRUCTURAL-FEATURES;GEOMETRIC-FEATURE
2724;STRUCTURAL-FEATURES;CONTOUR-FEATURES
2725;STRUCTURAL-FEATURES;SKELETIONISATION
2726;STRUCTURAL-FEATURES;GEOMETRIC-FEATURES
2727;STRUCTURAL-FEATURES;DIRECTIONAL-STROKE
2728;STRUCTURAL-FEATURES;UNDIRECTED-GRAPH
2729;STRUCTURAL-FEATURES;SUBGRAPH-ISOMORPHISM
2730;STRUCTURAL-FEATURES;CANNY-EDGE-DETECTION
2731;STRUCTURAL-FEATURES;SPECTRAL-GRAPH-EMBEDDING
2732;STRUCTURAL-FEATURES;STROKES-PARAMETER-IDENTIFICATION
2733;STRUCTURAL-FEATURES;STROKE-RECOGNITION
2734;STRUCTURAL-FEATURES;RELATIVE-NEIGHBORHOOD-GRAPH
2735;STRUCTURAL-FEATURES;GEOMETRIC-PRINCIPLES
2736;STRUCTURAL-FEATURES;GRAPH-BASED-REPRESENTATIONS
2737;STRUCTURAL-FEATURES;STROKE-LEVEL-HANDWRITING-ABNORMALITY-DETECTION
2738;STRUCTURAL-FEATURES;GLYPH-EXTRACTION-CONTOUR-ALIGNMENT
2739;STRUCTURAL-FEATURES;NEW-GEOMETRICAL-FEATURES
2740;STRUCTURAL-FEATURES;SKELETON-TRACING
2741;STRUCTURAL-FEATURES;EDGE-CUTSET
2742;STRUCTURAL-FEATURES;CONTOUR-TRACING-ALGORITHM
2743;STRUCTURAL-FEATURES;STROKE-HEIGHT-ANALYSIS
2744;STRUCTURAL-FEATURES;ACTIVE-CONTOUR-MODEL
2745;STRUCTURAL-FEATURES;CONTOUR-EXTRACTION
2746;STRUCTURAL-FEATURES;OUTER-CONTOURS
2747;DTW;DYNAMIC-TIME-WARPING
2748;DTW;HOLISTIC-METHODS-DYNAMIC-TIME-WARPING
2749;DTW;DYNAMIC-TIME-WARPING-(DTW)
2750;DTW;OPTIMAL-DTW-ALGORITHM
2751;DTW;DTW
2752;DTW;DYNAMIC-TIME-WRAPPING
2753;DTW;TWO-DIRECTIONAL-DYNAMIC-TIME-WARPING
2754;DTW;DTW-(DYNAMIC-TIME-WARPING)
2755;ENSEMBLE CLASSIFICATION;COMBINATION-OF-EXPERT-DECISIONS
2756;ENSEMBLE CLASSIFICATION;HIERARCHICAL-CLASSIFIERS
2757;ENSEMBLE CLASSIFICATION;RULE-EMBEDDED-NEOCOGNITRON
2758;ENSEMBLE CLASSIFICATION;COMBINATION-OF-MULTIPLE-CLASSIFIERS
2759;ENSEMBLE CLASSIFICATION;DECISION-COMBINATION
2760;ENSEMBLE CLASSIFICATION;MULTIPLE-CLASSIFIER-COMBINATION
2761;ENSEMBLE CLASSIFICATION;MULTIPLE-EXPERT-CLASSIFIERS
2762;ENSEMBLE CLASSIFICATION;CLASSIFIER-COMBINATION
2763;ENSEMBLE CLASSIFICATION;MULTIPLE-CLASSIFIER-SYSTEM
2764;ENSEMBLE CLASSIFICATION;ENSEMBLE-CREATION-METHOD
2765;ENSEMBLE CLASSIFICATION;CLASSIFIER-FUSION
2766;ENSEMBLE CLASSIFICATION;COMBINING-MULTIPLE-CLASSIFIERS
2767;ENSEMBLE CLASSIFICATION;BOOSTING
2768;ENSEMBLE CLASSIFICATION;ENSEMBLE
2769;ENSEMBLE CLASSIFICATION;CLASSIFIER-ENSEMBLE-METHODS
2770;ENSEMBLE CLASSIFICATION;ENSEMBLE-METHODS
2771;ENSEMBLE CLASSIFICATION;COMBINATION-OF-MULTI-CLASSIFIERS
2772;ENSEMBLE CLASSIFICATION;ENSEMBLE-METHOD
2773;ENSEMBLE CLASSIFICATION;COMBINING-CLASSIFIERS
2774;ENSEMBLE CLASSIFICATION;MULTIPLE-CLASSIFIER
2775;ENSEMBLE CLASSIFICATION;CASCADE-CLASSIFIER-SYSTEM
2776;ENSEMBLE CLASSIFICATION;ENSEMBLE-CLASSIFIER
2777;ENSEMBLE CLASSIFICATION;HIERARCHICAL-CLASSIFICATION
2778;ENSEMBLE CLASSIFICATION;ENSEMBLE-OF-CLASSIFIERS
2779;ENSEMBLE CLASSIFICATION;MULTIPLE-CLASSIFIERS
2780;ENSEMBLE CLASSIFICATION;ENSEMBLE-SIZE
2781;ENSEMBLE CLASSIFICATION;MULTIPLE-CLASSIFIER-SYSTEMS
2782;ENSEMBLE CLASSIFICATION;FUSION-CLASSIFIER
2783;ENSEMBLE CLASSIFICATION;SET-OF-CLASSIFIER
2784;ENSEMBLE CLASSIFICATION;CLASSIFIER-ENSEMBLE
2785;ENSEMBLE CLASSIFICATION;BAGGING-ALGORITHM
2786;ENSEMBLE CLASSIFICATION;SYSTEM-COMBINATION
2787;ENSEMBLE CLASSIFICATION;RANDOM-FOREST
2788;ENSEMBLE CLASSIFICATION;HYBRID-CLASSIFIER
2789;ENSEMBLE CLASSIFICATION;DYNAMIC-CLASSIFIER-SELECTION
2790;ENSEMBLE CLASSIFICATION;ENSEMBLE-OF-LEARNERS
2791;ENSEMBLE CLASSIFICATION;CONDITIONAL-RANDOM-FIELD
2792;ENSEMBLE CLASSIFICATION;ENSEMBLES
2793;ENSEMBLE CLASSIFICATION;HIERARCHICAL-CLASSIFIER
2794;ENSEMBLE CLASSIFICATION;RANDOM-FORESTS
2795;ENSEMBLE CLASSIFICATION;ENSEMBLE-CLASSIFICATION
2796;ENSEMBLE CLASSIFICATION;DUAL-LAYER-BAGGING
2797;ENSEMBLE CLASSIFICATION;ENSEMBLE-LEARNING
2798;ENSEMBLE CLASSIFICATION;ADAPTIVE-BOOSTING
2799;ENSEMBLE CLASSIFICATION;BOOTSTRAP-AGGREGATING
2800;ENSEMBLE CLASSIFICATION;CRF
2801;ENSEMBLE CLASSIFICATION;BOOTSTRAP
2802;ENSEMBLE CLASSIFICATION;CASCADING-TRAINING
2803;ENSEMBLE CLASSIFICATION;XGBOOST-EXTREME-GRADIENT-BOOSTING
2804;ENSEMBLE CLASSIFICATION;ENSEMBLE-CLASSIFIERS
2805;ENSEMBLE CLASSIFICATION;INTEGRATED-MULTI-CLASSIFIER-METHOD
2806;ENSEMBLE CLASSIFICATION;RANDOM-FOREST-CLASSIFIER
2807;ENSEMBLE CLASSIFICATION;GRADIENT-BOOSTING
2808;ENSEMBLE CLASSIFICATION;HIDDEN-CONDITIONAL-RANDOM-FIELDS
2809;ENSEMBLE CLASSIFICATION;RANDOM-FOREST-TREE-ENSEMBLES-(RF)
2810;ENSEMBLE CLASSIFICATION;HYBRID-OCC-ENSEMBLE
2811;ENSEMBLE CLASSIFICATION;DYNAMIC-GENERATION-OF-POOL-OF-ENSEMBLES
2812;ENSEMBLE CLASSIFICATION;CLASSIFIERS-ENSEMBLE
2813;ENSEMBLE CLASSIFICATION;COLLABORATIVE-REPRESENTATION-BASED-CLASSIFICATION
2814;ENSEMBLE CLASSIFICATION;ENSEMBLE-MODEL
2815;ENSEMBLE CLASSIFICATION;GRAPH-BASED-CLUSTERING-ENSEMBLE
2816;ENSEMBLE CLASSIFICATION;RANDOM-FORESTS-FOR-CHARACTER-RECOGNITION
2817;ENSEMBLE CLASSIFICATION;HYBRID-CLASSIFIERS
2818;DATA AUGMENTATION;CANDIDATE-CHARACTER-AUGMENTATION
2819;DATA AUGMENTATION;DATA-AUGMENTATION
2820;DATA AUGMENTATION;AUGMENTATION
2821;DATA AUGMENTATION;IMAGE-AUGMENTATION
2822;DATA AUGMENTATION;DATA-GENERATION
2823;HOG;GRADIENT-FEATURE
2824;HOG;GRADIENT-FEATURES
2825;HOG;MULTI-RESOLUTION-HISTOGRAMS-OF-ORIENTED-GRADIENTS
2826;HOG;HISTOGRAMS-OF-ORIENTED-GRADIENTS
2827;HOG;HOG-FEATURES
2828;HOG;GRADIENT-FEATURE-OPTIMIZATION
2829;HOG;GRADIENT-DIRECTION
2830;HOG;HISTOGRAM-OF-ORIENTED-GRADIENTS
2831;HOG;LOCAL-GRADIENT-FEATURE-DESCRIPTOR
2832;HOG;HOG-FEATURE
2833;HOG;GRADIENT-BASED-FEATURE
2834;HOG;HOG
2835;HOG;HISTOGRAMS-OF-ORIENTED-GRADIENT-(HOG)
2836;HOG;HOG-FEATURES.
2837;HOG;HISTOGRAM-ORIENTED-GRADIENT-(HOG)
2838;HOG;HISTOGRAM-OF-ORIENTED-GRADIENTS-(HOG)
2839;HOG;HISTOGRAM-GRADIENT-BASED-FEATURE
2840;HOG;HOG-DESCRIPTOR
2841;HOG;RECOGNITION-HOG
2842;HOG;HISTOGRAM-OF-GRADIENT-(HOG)
2843;HOG;HISTOGRAM-OF-ORIENTED-PIXEL-POSITIONS-(HOPP)
2844;HOG;HISTOGRAM-OF-ORIENTED-GRADIENT-FEATURE
2845;HOG;HISTOGRAM-ORIENTED-GRADIENT
2846;HOG;HISTOGRAM-OF-ORIENTED-GRADIENT-FEATURES
2847;HOG;GRADIENT-BASED-FEATURE-EXTRACTION
2848;HOG;GRADIENT-DIRECTION-FEATURES
2849;HOG;HISTOGRAM-OF-ORIENTED-GRADIENT
2850;HOG;HISTOGRAM-OF-GRADIENTS
2851;HOG;HISTOGRAM-OF-ORIENTED-GRADIENT-(HOG)
2852;SUPERVISED-LEARNING;SUPERVISED-LEARNING
2853;SUPERVISED-LEARNING;SUPERVISED-COMPETITIVE-LEARNING
2854;SUPERVISED-LEARNING;SEMI-SUPERVISED-LEARNING
2855;SUPERVISED-LEARNING;SUPERVISED-INDEPENDENT-COMPONENT-ANALYSIS
2856;SUPERVISED-LEARNING;SUPERVISED-LAYERWISE-TRAINING
2857;SUPERVISED-LEARNING;SUPERVISED-MACHINE-LEARNING
2858;SUPERVISED-LEARNING;SUPERVISED-CLASSIFICATION
2859;POST-PROCESSING;POSTPROCESSING-ALGORITHM
2860;POST-PROCESSING;POSTPROCESSING
2861;POST-PROCESSING;CONTEXTUAL-POST-PROCESSING
2862;POST-PROCESSING;POST-PROCESSING
2863;SLIDING-WINDOW;SLIDING-WINDOW-FEATURE-EXTRACTION-TECHNIQUE
2864;SLIDING-WINDOW;SLIDING-WINDOW
2865;SLIDING-WINDOW;SLIDING-WINDOW-AMPLITUDE-FEATURE
2866;SLIDING-WINDOW;ORIENTED-SLIDING-WINDOW
2867;SLIDING-WINDOW;ADAPTIVE-WINDOW-POSITIONING
2868;SLIDING-WINDOW;SLIDING-WINDOWS
2869;SLIDING-WINDOW;WINDOWS-SLIDING
2870;SLIDING-WINDOW;SLIDING-WINDOW-TECHNIQUE
2871;DATABASE;DATABASE
2872;DATABASE;SEARCH-TREE-DATABASE
2873;DATABASE;IMAGE-DATABASES
2874;DATABASE;DATABASE-ETL9B
2875;DATABASE;ETL9B
2876;DATABASE;MULTIMEDIA-DATABASES
2877;DATABASE;LARGE-DATABASE
2878;DATABASE;DATABASES
2879;DATABASE;ETL-9B-DATABASE
2880;DATABASE;AHTID/MW-DATABASE
2881;DATABASE;HANDWRITTEN-DATABASE
2882;DATABASE;ADBASE-DATABASE
2883;DATABASE;DATASET
2884;DATABASE;MINST-DATABASE
2885;DATABASE;CPAR-2012-DATASET
2886;DATABASE;CHARACTER-DATABASE
2887;DATABASE;FARSA-DATABASE
2888;DATABASE;AFFECTIVE-DATABASE
2889;DATABASE;AHCR-DATABASE
2890;DATABASE;DATABASE-(NDAHR)
2891;DATABASE;BENCHMARK-DATABASE
2892;DATABASE;HANDWRITTEN-DATASET
2893;DATABASE;OPENHART-DATABASE
2894;DATABASE;AHDB-DATABASE
2895;DATABASE;IMAGE-DATABASE
2896;DATABASE;HANDWRITTEN-DATABASE-INTRODUCTION
2897;MUSIC RECOGNITION;HANDWRITTEN-MUSICAL-NOTE-RECOGNITION
2898;MUSIC RECOGNITION;MUSIC-NOTATION
2899;MUSIC RECOGNITION;MUSIC-SCORES
2900;MUSIC RECOGNITION;HANDWRITTEN-MUSIC-NOTES-RECOGNITION
2901;MUSIC RECOGNITION;HANDWRITTEN-MUSICAL-SCORES
2902;MUSIC RECOGNITION;PEN-BASED-MUSIC-EDITING
2903;MUSIC RECOGNITION;RECOGNIZING-HANDWRITTEN-MUSIC-NOTATION
2904;MUSIC RECOGNITION;REPRESENTING-AND-REASONING-ABOUT-MUSIC
2905;MUSIC RECOGNITION;HANDWRITTEN-MUSIC-SCORES
2906;MUSIC RECOGNITION;MUSICAL-SCORE
2907;MUSIC RECOGNITION;OFFLINE-MUSICAL-SYMBOL-RECOGNITION
2908;MUSIC RECOGNITION;MUSICAL-SYMBOL-DETECTION
2909;MUSIC RECOGNITION;OPTICAL-MUSIC-RECOGNITION
2910;MUSIC RECOGNITION;HANDWRITTEN-MUSIC-SYMBOLS
2911;MUSIC RECOGNITION;HANDWRITTEN-MUSIC-RECOGNITION
2912;MUSIC RECOGNITION;OPTICAL-MUSICAL-RECOGNITION
2913;MUSIC RECOGNITION;MUSIC-MANUSCRIPTS
2914;MUSIC RECOGNITION;MUSIC-SPOTTING
2915;MUSIC RECOGNITION;OPTICAL-MUSIC-SYMBOL-RECOGNITION
2916;MUSIC RECOGNITION;MUSIC-DOCUMENT-PROCESSING
2917;MUSIC RECOGNITION;MUSIC-SCORE-IMAGES
2918;MUSIC RECOGNITION;MUSIC-SYMBOLS
2919;INFORMATION RETRIEVAL;SIMILARITY-RETRIEVAL
2920;INFORMATION RETRIEVAL;HANDWRITING-RETRIEVAL
2921;INFORMATION RETRIEVAL;IMAGE-RETRIEVAL
2922;INFORMATION RETRIEVAL;INFORMATION-RETRIEVAL
2923;INFORMATION RETRIEVAL;RETRIEVAL-MODELS
2924;INFORMATION RETRIEVAL;DOCUMENT-RETRIEVAL
2925;INFORMATION RETRIEVAL;WORD-INDEXATION
2926;INFORMATION RETRIEVAL;MUSICAL-DOCUMENT-RETRIEVAL
2927;INFORMATION RETRIEVAL;CONTENT-BASED-IMAGE-RETRIEVAL-(CBIR)
2928;INFORMATION RETRIEVAL;DOCUMENTS-RETRIEVAL
2929;INFORMATION RETRIEVAL;RETRIEVAL
2930;INFORMATION RETRIEVAL;HANDWRITTEN-WORD-RETRIEVAL
2931;INFORMATION RETRIEVAL;AUTOMATED-INFORMATION-RETRIEVAL-SYSTEM
2932;INFORMATION RETRIEVAL;FAST-RETRIEVAL
2933;INFORMATION RETRIEVAL;WORD-SEARCHING
2934;VALIDATION;TESTING
2935;VALIDATION;PERFORMANCE-EVALUATION
2936;VALIDATION;RECOGNITION-ACCURACY
2937;VALIDATION;ERROR-CORRECTION
2938;VALIDATION;RELIABILITY
2939;VALIDATION;REJECTION
2940;VALIDATION;ENTROPY
2941;VALIDATION;CROSS-VALIDATION
2942;VALIDATION;RECOGNITION-RATE
2943;VALIDATION;GENERALIZATION
2944;VALIDATION;CONFUSION-MATRIX
2945;VALIDATION;CORRELATION
2946;VALIDATION;RECOGNITION-ERRORS
2947;VALIDATION;FORM-RECOGNITION
2948;VALIDATION;GROUND-TRUTH
2949;VALIDATION;EVALUATION
2950;VALIDATION;FIVE-FOLD-CROSS-VALIDATION
2951;VALIDATION;ACCURACY-PREDICTION
2952;VALIDATION;CONFIDENCE-SCORE
2953;VALIDATION;ACCURACY
2954;VALIDATION;GENERAL-CHARACTERS-RECOGNITION-ERRORS
2955;VALIDATION;GENERAL-CHARACTER-RECOGNITION-ERRORS
2956;VALIDATION;OVER-FITTING
2957;VALIDATION;ACCURACIES
2958;VALIDATION;CATEGORICAL-CROSS-ENTROPY
2959;GRAPHOLOGY;GRAPHOMETRICS
2960;GRAPHOLOGY;GRAPHOMETRIC-FEATURE
2961;GRAPHOLOGY;GRAPHOLOGY
2962;GRAPHOLOGY;GRAPHOMETRIC-FEATURES
2963;GRAPHOLOGY;GRAPHOLOGIST
2964;GRAPHOLOGY;GRAPHOLOGICAL-ANALYSIS
2965;CHAIN-CODE;CHAIN-CODE-REPRESENTATION
2966;CHAIN-CODE;CHAIN-CODE
2967;CHAIN-CODE;CHAIN-CODE-FEATURES
